Name: CCTV-1, URL: http://58.19.43.46:9901/tsfile/live/1020_1.m3u8$订阅源, Date: None, Delay: 1411 ms, Speed: 0.03 M/s, Resolution: None
Name: CCTV-6, URL: http://113.57.93.165:9900/tsfile/live/0006_1.m3u8$订阅源, Date: None, Delay: 501 ms, Speed: 0.01 M/s, Resolution: 1920x1080
Name: CCTV-6, URL: http://113.140.86.162:8009/hls/6/index.m3u8$订阅源, Date: None, Delay: 544 ms, Speed: 0.09 M/s, Resolution: 1920x1080
Name: CCTV-6, URL: http://123.130.84.106:8154/tsfile/live/0006_1.m3u8$订阅源, Date: None, Delay: 310 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-6, URL: http://111.14.181.15:9901/tsfile/live/0006_1.m3u8$订阅源, Date: None, Delay: 436 ms, Speed: 0.14 M/s, Resolution: 1920x1080
Name: CCTV-6, URL: http://119.36.148.115:59901/tsfile/live/0006_1.m3u8$订阅源, Date: None, Delay: 668 ms, Speed: 0.07 M/s, Resolution: None
Name: CCTV-6, URL: http://112.18.54.52:35455/itv/1000000005000265006.m3u8?cdn=ystenlive$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-6, URL: http://123.132.233.194:352/tsfile/live/0006_1.m3u8$订阅源, Date: None, Delay: 827 ms, Speed: 0.22 M/s, Resolution: 1920x1080
Name: CCTV-6, URL: http://59.48.75.130:3052/tsfile/live/0006_1.m3u8$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-6, URL: http://z.b.bkpcp.top/m.php?id=cctv6$订阅源, Date: None, Delay: 314 ms, Speed: 2.16 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://58.19.43.46:9901/tsfile/live/1026_1.m3u8$订阅源, Date: None, Delay: 1411 ms, Speed: 0.03 M/s, Resolution: None
Name: CCTV-7, URL: http://110.53.52.63:8888/newlive/live/hls/9/live.m3u8$订阅源, Date: None, Delay: 659 ms, Speed: 0.16 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://123.182.60.29:9002/hls/9/index.m3u8$订阅源, Date: None, Delay: 642 ms, Speed: 0.31 M/s, Resolution: 720x576
Name: CCTV-7, URL: http://116.9.204.242:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: 1940 ms, Speed: 0.02 M/s, Resolution: 720x576
Name: CCTV-7, URL: https://api.olelive.com/dis/live/CCTV7HD/hls.m3u8$订阅源, Date: None, Delay: 51 ms, Speed: 0.01 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://117.144.58.42:35455/gaoma/cctv7.m3u8$订阅源, Date: None, Delay: 1461 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://61.138.128.226:19901/tsfile/live/0008_1.m3u8$订阅源, Date: None, Delay: 1173 ms, Speed: 0.03 M/s, Resolution: None
Name: CCTV-7, URL: http://hangfun.top:35455/gaoma/cctv7.m3u8$订阅源, Date: None, Delay: 280 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://111.170.172.113:35455/gaoma/cctv7.m3u8$订阅源, Date: None, Delay: 1393 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://home.wwang.pw:35455/itv/1000000005000265007.m3u8?cdn=ystenlive$订阅源, Date: None, Delay: 1600 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://www.clmy.cc:35455/gaoma/cctv7.m3u8$订阅源, Date: None, Delay: 377 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://li0580.top:35455/itv/1000000005000265007.m3u8?cdn=ystenlive$订阅源, Date: None, Delay: 1458 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://gf.you123.fun:35455/itv/1000000005000265007.m3u8?cdn=ystenlive$订阅源, Date: None, Delay: 736 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://bg5aqv.top:35455/itv/1000000005000265007.m3u8?cdn=ystenlive$订阅源, Date: None, Delay: 1132 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://138.2.110.209:35455/gaoma/cctv7.m3u8$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://116.128.242.83:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$北京酒店源|, Date: None, Delay: 1505 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://58.17.116.69:9908/tsfile/live/0001_8.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: 373 ms, Speed: 0.04 M/s, Resolution: None
Name: CCTV-7, URL: http://dsm.huarunguoji.top:35455/itv/1000000005000265007.m3u8?cdn=ystenlive$订阅源, Date: None, Delay: 928 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://ott.eonn.cn:35455/itv/1000000005000265007.m3u8?cdn=ystenlive$订阅源, Date: None, Delay: 688 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://2000.run:35455/itv/1000000005000265007.m3u8?cdn=ystenlive$订阅源, Date: None, Delay: 517 ms, Speed: 0.01 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://202.100.46.58:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: 656 ms, Speed: 0.04 M/s, Resolution: None
Name: CCTV-7, URL: http://183.11.239.36:808/hls/25/index.m3u8$订阅源, Date: None, Delay: 113 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-7, URL: http://goo.bkpcp.top/mg/cctv7$订阅源, Date: None, Delay: 105 ms, Speed: 1.07 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://219.156.17.199:9003/hls/7/index.m3u8$订阅源, Date: None, Delay: 258 ms, Speed: 0.25 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://112.46.85.60:8009/hls/504/index.m3u8$订阅源, Date: None, Delay: 285 ms, Speed: 0.11 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://120.197.43.179:9901/tsfile/live/0008_1.m3u8$订阅源, Date: None, Delay: 395 ms, Speed: 0.03 M/s, Resolution: 720x576
Name: CCTV-7, URL: http://www.terrykang.xyz:35455/itv/1000000005000265007.m3u8?cdn=ystenlive$订阅源, Date: None, Delay: 685 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://58.19.38.162:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源|, Date: None, Delay: 231 ms, Speed: 0.14 M/s, Resolution: 720x576
Name: CCTV-7, URL: http://139.196.151.191:2051/rtp/239.45.3.56:5140$上海电信组播源, Date: 2024-03-01, Delay: 896 ms, Speed: 0.08 M/s, Resolution: None
Name: CCTV-7, URL: http://120.238.94.10:9901/tsfile/live/1025_1.m3u8$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://lt.hxtre.com:35455/gaoma/cctv7.m3u8$订阅源, Date: None, Delay: 363 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://221.14.190.237:9003/hls/7/index.m3u8$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://ct.370829.xyz:35455/itv/1000000005000265007.m3u8?cdn=ystenlive$订阅源, Date: None, Delay: 428 ms, Speed: 0.01 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://nmmp.asia:35455/gaoma/cctv7.m3u8$订阅源, Date: None, Delay: 568 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://113.220.234.47:9999/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: 266 ms, Speed: 0.62 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://223.112.219.174:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://113.218.190.140:8081/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$湖南酒店源|, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://183.94.146.109:2222/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源|, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://113.220.234.101:9999/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$湖南酒店源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://58.48.5.186:1111/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://mom.cloudns.be:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$广东酒店源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://220.249.114.102:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源|, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://118.248.216.53:8088/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$湖南酒店源|, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://221.233.192.152:1111/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://113.220.235.19:9999/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$湖南酒店源|, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://222.243.221.54:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$湖南酒店源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://58.19.244.92:1111/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://218.77.81.186:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$湖南酒店源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://59.173.243.210:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://113.218.204.28:8081/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$湖南酒店源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://59.173.183.242:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源|, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://58.19.133.144:9901rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000358$湖北酒店源|, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://49.234.31.101:7004udp://@224.9.2.29:5000$北京酒店源|, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://106.55.164.46:9901http://192.168.0.8/newlive/live/hls/5/live.m3u8$北京酒店源|, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://42.48.50.232:9002/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$湖南酒店源|, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://202.168.187.221:9999http://i2.ekesh.cn:4001/rtp/239.12.21.13:10001$广东酒店源|, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://58.48.37.158:1111/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://110.53.54.122:808/hls/68/index.m3u8$湖南酒店源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://192.168.159.251/hls/10207/index.m3u8$山东酒店源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://192.168.16.12/hls/50207/index.m3u8$山东酒店源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://10.8.8.200:8008/paiptv/cctv7.m3u8$山东酒店源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://188.188.0.253/hls/7/index.m3u8$河南酒店源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://2.2.2.2/hls/504/index.m3u8$陕西酒店源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://192.168.0.8/hls/7/index.m3u8$河南酒店源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://111.11.123.42:6610/030000001000/CCTV-7/CCTV-7.m3u8?livemode=1$河北酒店源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://172.22.0.200/hls/7/index.m3u8$山西酒店源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://192.168.1.250/hls/4/index.m3u8$山西酒店源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://118.212.169.134/PLTV/88888888/224/3221226444/index.m3u8$江西酒店源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://192.168.7.7/hls/337212636/index.m3u8$辽宁酒店源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://39.134.61.219/PLTV/88888888/224/3221226925/index.m3u8$辽宁酒店源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://cdnzxrrs.gz.chinamobile.com:6060/PLTV/88888888/224/3221225745/10000100000000060000000000146101_0.smil/index.m3u8$辽宁酒店源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://9.9.9.7/live/3tai-cctv7/index.m3u8#http://9.9.9.7/live/3tai-cctv7/index.m3u8$黑龙江酒店源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://183.224.96.125:9000/TV/0/00000001000000050000000000000110/109.m3u8$四川酒店源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://ynml.es521.cn:7005/051244/$四川酒店源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://ynmz.es521.cn:5000/?id=012244$四川酒店源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://127.0.0.1:17070/main/011244/$四川酒店源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://128.1.1.8:17070/main/011244/$四川酒店源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://39.130.215.222:6410/gitv_live/G_CCTV-7-HD/G_CCTV-7-HD.m3u8$四川酒店源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://192.168.10.250:7005/071244/$四川酒店源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://192.168.10.251:7005/071244/$四川酒店源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://14.204.74.164:9000/TV/0/70000001000000050000000000000119/163.m3u8$四川酒店源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://192.168.200.253/hls/7/index.m3u8$内蒙古酒店源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://150.158.112.123/%E5%85%AC%E4%BC%97%E5%8F%B7~%E7%8E%89%E7%8E%89%E8%BD%AF%E4%BB%B6%E5%BA%93/mg.php?id=cctv7$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://148.135.93.213:81/live.php?id=CCTV7$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://60.12.183.46:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源, Date: None, Delay: 367 ms, Speed: 0.16 M/s, Resolution: None
Name: CCTV-7, URL: http://110.42.45.89:35455/itv/1000000005000265007.m3u8?cdn=ystenlive$订阅源, Date: None, Delay: 1442 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: p3p://173.208.176.178:31809/5fe3e41800087c1581251001631763fa$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: https://www.freetv.top/migu/673168121.m3u8?migutoken=3253222269368c440aa1d23dba86c186a7b73abdea3890faf72e3d720844f8f1d3adc2b18ed047dbb3eff1a6c5d9379fad37d1f8a380d0e7c69e9ad6eb41709cf92077125fc0bded4cfd47808b$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://119.32.12.32:2901/udp/224.1.100.27:11111$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://106.53.99.30/公众号【榴芒电视】/proxy/bjyd.php?id=5$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://60.29.124.66:6080/hls/18/index.m3u8$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://111.160.17.2:59901/tsfile/live/0001_8.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: 237 ms, Speed: 0.05 M/s, Resolution: None
Name: CCTV-7, URL: http://120.76.248.139/live/bfgd/4200000127.m3u8$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7438&tk=f6cc1e0a0e1a$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://qjrhc.jydjd.top:2911/udp/224.1.100.27:11111$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://livetv.wqwqwq.sbs/itv/1000000001000024341.m3u8?cdn=ystenlive$订阅源, Date: None, Delay: 1754 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://183.191.144.167:9003/hls/8/index.m3u8$订阅源, Date: None, Delay: 158 ms, Speed: 0.04 M/s, Resolution: None
Name: CCTV-7, URL: http://112.101.78.50:9901/tsfile/live/0007_1.m3u8$订阅源, Date: None, Delay: 424 ms, Speed: 0.40 M/s, Resolution: 720x576
Name: CCTV-7, URL: http://8.138.7.223/tv/mgitv.php?id=36$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/1.m3u8?icpid=88888888&from=1&hms_devid=1012&vqe=3$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://1b6467f415.iok.la:9931/tsfile/live/1027_1.m3u8$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://wouu.net:9977/udp/239.93.1.67:5140$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://113.57.111.4:1111/tsfile/live/1006_1.m3u8$订阅源, Date: None, Delay: 335 ms, Speed: 1.14 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://61.156.228.12:8154/tsfile/live/0007_1.m3u8$订阅源, Date: None, Delay: 333 ms, Speed: 0.07 M/s, Resolution: None
Name: CCTV-7, URL: http://113.25.252.226:9901/tsfile/live/0007_1.m3u8$订阅源, Date: None, Delay: 1277 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-7, URL: http://58.220.219.14:9901/tsfile/live/0007_1.m3u8$订阅源, Date: None, Delay: 1380 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://220.170.241.204:9901/tsfile/live/0007_1.m3u8$订阅源, Date: None, Delay: 269 ms, Speed: 0.08 M/s, Resolution: 720x576
Name: CCTV-7, URL: http://58.221.214.82:9901/tsfile/live/0007_1.m3u8$订阅源, Date: None, Delay: 1747 ms, Speed: 0.04 M/s, Resolution: None
Name: CCTV-7, URL: http://175.10.230.91:8081/tsfile/live/0007_1.m3u8$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://219.145.93.74:9999/tsfile/live/0007_1.m3u8$订阅源, Date: None, Delay: 268 ms, Speed: 0.17 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://183.94.1.118:8801/tsfile/live/0007_1.m3u8$订阅源, Date: None, Delay: 488 ms, Speed: 0.12 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://117.27.190.42:9998/tsfile/live/23238_1.m3u8$订阅源, Date: None, Delay: 479 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-7, URL: http://61.136.67.238:50085/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: 352 ms, Speed: 0.17 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://218.89.240.144:59901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: 334 ms, Speed: 0.05 M/s, Resolution: None
Name: CCTV-7, URL: http://219.128.121.202:59901/tsfile/live/0007_1.m3u8?key=txiptv$订阅源, Date: None, Delay: 232 ms, Speed: 0.30 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://58.57.40.22:9901/tsfile/live/1007_1.m3u8$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://121.33.239.242:9901/tsfile/live/0007_1.m3u8$订阅源, Date: None, Delay: 1095 ms, Speed: 0.05 M/s, Resolution: None
Name: CCTV-7, URL: http://123.130.84.106:8154/tsfile/live/0007_1.m3u8$订阅源, Date: None, Delay: 310 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-7, URL: http://www.freetv.top/migu/673168121.m3u8?migutoken=bea4d574a7f96c7e95fb2000e191d57743cfdadfa9a4819385a46bf2bf269d9cf13b9bcc1494158b5bc16ce7d6751825800030253b91daf31a298122a2511f45821009cbeca64d12349bc0227d$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://219.135.180.210:18888/hls/7/index.m3u8$订阅源, Date: None, Delay: 834 ms, Speed: 0.16 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://43.248.128.135:35455/itv/1000000005000265007.m3u8?cdn=ystenlive$订阅源, Date: None, Delay: 687 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://60.7.56.33:4000/udp/239.253.92.194:6059$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://14.112.86.85:4022/udp/239.77.1.159:5146$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://113.65.9.137:4014/udp/239.77.0.138:5146$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://omnix.cn:4000/udp/225.1.8.7:8104$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://119.136.113.11:8888/udp/239.77.0.138:5146$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://116.226.8.90:4022/udp/239.45.3.56:5140$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://nas.hssvm.com:8888/udp/225.1.1.138:5002$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://60.2.190.206:4000/udp/239.253.92.194:6059$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://114.252.238.87:8000/udp/239.3.1.61:8104$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://dms.yryyj.site:8188/udp/239.76.246.157:1234$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_CCTV-7-HQ$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://114.246.181.146:4022/rtp/239.3.1.61:8104$组播源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://123.129.70.178:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: 271 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-7, URL: http://14.117.233.59:9000/udp/239.77.1.159:5146$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://115.230.187.20:9999/rtp/233.50.201.120:5140$组播源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://110.80.17.38:9901/tsfile/live/0007_1.m3u8$订阅源, Date: None, Delay: 816 ms, Speed: 0.10 M/s, Resolution: None
Name: CCTV-7, URL: http://183.66.15.146:60901/tsfile/live/0007_1.m3u8?key=txiptv$订阅源, Date: None, Delay: 307 ms, Speed: 0.29 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://220.173.254.6:6666/udp/239.81.0.116:4056$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://115.171.80.152:1688/udp/225.1.8.107:8024$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://111.14.181.15:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: 436 ms, Speed: 0.14 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://113.57.20.158:9901/tsfile/live/1026_1.m3u8$订阅源, Date: None, Delay: 851 ms, Speed: 0.14 M/s, Resolution: None
Name: CCTV-7, URL: http://123.132.233.194:352/tsfile/live/0007_1.m3u8$订阅源, Date: None, Delay: 827 ms, Speed: 0.22 M/s, Resolution: 1920x1080
